Unnamed: 0,model_name,dataset,date,Training_version,environment,developer_mode,wer,cer,results_path,notes,checkpoint-path,Training,commit_hash,dataset_evaluation_part,wer_per_mic_type,wer_per_session,wer_per_special_token,wer_per_mic,oversampling,training_time,data_portion in training,beamforming,num_trainable_parameters,diffusion,inference_time,precision
,distil-whisper/distil-large-v3,dipco,01/24/2025,peft,cluster,N,0.3855269693056521,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,first-beamforming,,T,54ac8273281d5384e3154d60f30a5cbeb93fbb05,eval,"{'P': 0.27267309029502335, 'U': 0.49838084831628093}",{'03': 0.46076288864607134},"{""('No token',)"": 0.4448816789806189, ""('[laugh]',)"": 0.5852623456790124, ""('[noise]',)"": 0.3079526226734349, ""('[unintelligible]',)"": 0.4684652278177458}","{'p09': 0.22272411396803335, 'p10': 0.2928319623971798, 'p11': 0.25783132530120484, 'p12': 0.33751962323390894, 'u01': 0.4998509983113142, 'u02': 0.49567895102811166, 'u03': 0.4921029104996523, 'u04': 0.49001688685805106, 'u05': 0.5142544948842753}",1.0,33059.03931056708,far-only,N,,,,
,distil-whisper/distil-large-v3,dipco,01/27/2025,vanilla,cluster,N,0.4100327803715108,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,demo,,NT,43be23b939cb0ef54fd3d6c9ea6b1e8121d8eb76,eval,"{'P': 0.26591834707460016, 'U': 0.5541472136684216}",{'03': 0.506109069236118},"{""('No token',)"": 0.5148570510761323, ""('[laugh]',)"": 0.625, ""('[noise]',)"": 0.32656514382402707, ""('[unintelligible]',)"": 0.4622901678657074}","{'p09': 0.24426685198054204, 'p10': 0.2580493537015276, 'p11': 0.2385542168674699, 'p12': 0.37676609105180536, 'u01': 0.5554782954206814, 'u02': 0.5563723055527963, 'u03': 0.5437568292440648, 'u04': 0.5406774610112248, 'u05': 0.5744511771133406}",1.0,0.0,far-only,N,0.0,,,
,distil-whisper/distil-large-v3,dipco,02/02/2025,vanilla,cluster,N,0.623280487804878,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,first try with diffusion_model,,NT,43be23b939cb0ef54fd3d6c9ea6b1e8121d8eb76,dev,"{'P': 0.28585365853658534, 'U': 0.9607073170731707}",{'04': 0.8482317073170732},"{""('No token',)"": 0.83937265917603, ""('[noise]',)"": 0.8456456456456456, ""('[unintelligible]',)"": 0.8689901697944593}","{'p13': 0.3634674922600619, 'p14': 0.22886204704386523, 'p15': 0.26973684210526316, 'p16': 0.2872093023255814, 'u01': 0.9840243902439024, 'u02': 0.9226829268292683, 'u03': 0.9618292682926829, 'u04': 0.9610975609756097, 'u05': 0.9739024390243902}",1.0,0.0,far-only,Y,0.0,,,
,distil-whisper/distil-large-v3,dipco,02/02/2025,vanilla,cluster,N,0.5638422568789112,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,first try with diffusion_model,,NT,43be23b939cb0ef54fd3d6c9ea6b1e8121d8eb76,eval,"{'P': 0.26591834707460016, 'U': 0.8617661666832224}",{'03': 0.762458196748452},"{""('No token',)"": 0.7651782846129136, ""('[laugh]',)"": 0.9564043209876543, ""('[noise]',)"": 0.5228426395939086, ""('[unintelligible]',)"": 0.7130695443645084}","{'p09': 0.24426685198054204, 'p10': 0.2580493537015276, 'p11': 0.2385542168674699, 'p12': 0.37676609105180536, 'u01': 0.899076189530148, 'u02': 0.797457037846429, 'u03': 0.8745405781265521, 'u04': 0.8410648654018079, 'u05': 0.8966921625111751}",1.0,0.0,far-only,Y,0.0,,,
,distil-whisper/distil-large-v3,dipco,02/16/2025,vanilla,cluster,N,0.4318267607032879,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,diffusion_model with deverberation instead of speech enhancement,,NT,c6f52667f0ea0f1c2afd80a0b287a5a417284f9d,eval,"{'P': 0.26591834707460016, 'U': 0.5977351743319758}",{'03': 0.5424323697890798},"{""('No token',)"": 0.5502462790448657, ""('[laugh]',)"": 0.6238425925925926, ""('[noise]',)"": 0.37140439932318103, ""('[unintelligible]',)"": 0.5117505995203837}","{'p09': 0.24426685198054204, 'p10': 0.2580493537015276, 'p11': 0.2385542168674699, 'p12': 0.37676609105180536, 'u01': 0.5720671500943677, 'u02': 0.5628290453958478, 'u03': 0.7306049468560644, 'u04': 0.5476308731498957, 'u05': 0.5755438561637032}",1.0,0.0,all,N,0.0,Y,,
,distil-whisper/distil-large-v3,dipco,02/20/2025,vanilla,cluster,N,0.8231349955299494,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,diffusion_model with speaker changes,,T,c0e33bc937e7b88e3040d4b90428b55e1ed676c1,eval,"{'P': 1.1266514353829344, 'U': 0.5196185556769644}",{'03': 0.620790702294626},"{""('No token',)"": 0.5929703394367706, ""('[laugh]',)"": 0.7490354938271605, ""('[noise]',)"": 0.48223350253807107, ""('[unintelligible]',)"": 0.6530575539568345}","{'p09': 1.0722724113968034, 'p10': 1.1292596944770859, 'p11': 0.9897590361445783, 'p12': 1.4191522762951334, 'u01': 0.4872355220025827, 'u02': 0.4648852686997119, 'u03': 0.6484553491606239, 'u04': 0.5033277043806497, 'u05': 0.4941889341412536}",1.0,4240.051359154284,all,N,0.0,Y,,
,distil-whisper/distil-large-v3,dipco,02/21/2025,vanilla,cluster,N,0.3531042018476209,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,diffusion_model with speaker changes this time the order of the people should be correct,,T,c0e33bc937e7b88e3040d4b90428b55e1ed676c1,eval,"{'P': 0.2106883878017284, 'U': 0.49552001589351347}",{'03': 0.44804807787821593},"{""('No token',)"": 0.4245101188564086, ""('[laugh]',)"": 0.5061728395061729, ""('[noise]',)"": 0.3392554991539763, ""('[unintelligible]',)"": 0.4904076738609113}","{'p09': 0.1834607366226546, 'p10': 0.24253819036427732, 'p11': 0.19578313253012047, 'p12': 0.18524332810047095, 'u01': 0.47154067746101125, 'u02': 0.4522697923909804, 'u03': 0.6331578424555478, 'u04': 0.4576338531836694, 'u05': 0.4629979139763584}",1.0,4362.219933696091,all,N,0.0,Y,,
,distil-whisper/distil-large-v3,dipco,02/26/2025,vanilla,cluster,N,0.3339624515744512,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,Specaugment,,T,c0e33bc937e7b88e3040d4b90428b55e1ed676c1,eval,"{'P': 0.2093970398331181, 'U': 0.45852786331578427}",{'03': 0.4170060594020066},"{""('No token',)"": 0.3978745047649641, ""('[laugh]',)"": 0.5138888888888888, ""('[noise]',)"": 0.2825719120135364, ""('[unintelligible]',)"": 0.4392685851318945}","{'p09': 0.18068102849200834, 'p10': 0.23736780258519388, 'p11': 0.18373493975903615, 'p12': 0.21428571428571427, 'u01': 0.4520711234727327, 'u02': 0.461805900466872, 'u03': 0.4599185457435184, 'u04': 0.4486937518625211, 'u05': 0.47014999503327704}",1.0,4351.041940018535,all,N,0.0,N,,
,distil-whisper/distil-large-v3,dipco,03/04/2025,vanilla,cluster,N,0.4100327803715108,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,faster whisper experiments,,NT,06e6906280f530ddc0197db7e7f75cc553fc5261,eval,"{'P': 0.26591834707460016, 'U': 0.5541472136684216}",{'03': 0.506109069236118},"{""('No token',)"": 0.5148570510761323, ""('[laugh]',)"": 0.625, ""('[noise]',)"": 0.32656514382402707, ""('[unintelligible]',)"": 0.4622901678657074}","{'p09': 0.24426685198054204, 'p10': 0.2580493537015276, 'p11': 0.2385542168674699, 'p12': 0.37676609105180536, 'u01': 0.5554782954206814, 'u02': 0.5563723055527963, 'u03': 0.5437568292440648, 'u04': 0.5406774610112248, 'u05': 0.5744511771133406}",1.0,0.0,all,N,0.0,N,,
,distil-whisper/distil-large-v3,dipco,03/06/2025,vanilla,cluster,N,0.409575841859541,0.9077282215057656,distil-whisper/distil-large-v3_dipco_vanilla/results.json,faster whisper experiments,,NT,601f8e01c3f6e28688fd0fea28304eb6e9be4511,eval,"{'P': 0.2651236714016092, 'U': 0.5540280123174729}",{'03': 0.5058772888314956},"{""('No token',)"": 0.5147499732305386, ""('[laugh]',)"": 0.6248070987654321, ""('[noise]',)"": 0.3257191201353638, ""('[unintelligible]',)"": 0.461810551558753}","{'p09': 0.2425295343988881, 'p10': 0.25757931844888365, 'p11': 0.2385542168674699, 'p12': 0.37598116169544743, 'u01': 0.5553789609615576, 'u02': 0.556570974471044, 'u03': 0.5436574947849409, 'u04': 0.5401807887156055, 'u05': 0.5743518426542168}",1.0,0.0,all,N,0.0,N,,
,distil-whisper/distil-large-v3,dipco,03/11/2025,peft,cluster,N,0.3967517631866494,0.8129437160576977,dipco_eval__trained.csv,faster whisper experiments,,T,938276af449bab125a81c61179118ec0f5de2c69,eval,"{'P': 0.24783947551405583, 'U': 0.5456640508592431}",{'03': 0.4960266216350452},"{""('No token',)"": 0.5041492665167577, ""('[laugh]',)"": 0.5945216049382716, ""('[noise]',)"": 0.3316412859560068, ""('[unintelligible]',)"": 0.4588729016786571}","{'p09': 0.21820708825573315, 'p10': 0.25475910693301995, 'p11': 0.23012048192771084, 'p12': 0.31475667189952905, 'u01': 0.5375980927783848, 'u02': 0.5483262143637628, 'u03': 0.5408761299294725, 'u04': 0.5350153968411642, 'u05': 0.566504420383431}",1.0,971.6435780823232,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/12/2025,vanilla,cluster,N,0.409575841859541,0.7832104852892967,dipco_eval__trained.csv,faster whisper experiments,,NT,938276af449bab125a81c61179118ec0f5de2c69,eval,"{'P': 0.2651236714016092, 'U': 0.5540280123174729}",{'03': 0.5058772888314956},"{""('No token',)"": 0.5147499732305386, ""('[laugh]',)"": 0.6248070987654321, ""('[noise]',)"": 0.3257191201353638, ""('[unintelligible]',)"": 0.461810551558753}","{'p09': 0.2425295343988881, 'p10': 0.25757931844888365, 'p11': 0.2385542168674699, 'p12': 0.37598116169544743, 'u01': 0.5553789609615576, 'u02': 0.556570974471044, 'u03': 0.5436574947849409, 'u04': 0.5401807887156055, 'u05': 0.5743518426542168}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/12/2025,peft,bwcluster,N,0.4255263157894737,0.943345250220759,dipco_eval__trained.csv,peft with optimal stopping,,NT,2795317b920e8151e2bdaa7a7512bdbb7ca11b5e,eval,"{'P': 0.3140350877192982, 'U': 0.5370175438596492}",{'07': 0.49985380116959066},"{""('No token',)"": 0.4798387096774194, ""('[noise]',)"": 0.7318417639429312, ""('[unintelligible]',)"": 0.36200842696629215}","{'p21': 0.1992831541218638, 'p22': 0.46098265895953755, 'p23': 0.7254098360655737, 'p24': 0.12529002320185614, 'u01': 0.5355263157894737, 'u02': 0.5427631578947368, 'u03': 0.5280701754385965, 'u04': 0.5197368421052632, 'u05': 0.5589912280701754}",1.0,0.0,all,N,0.0,N,0.0,
,openai/whisper-large-v3,dipco,03/14/2025,peft,bwcluster,N,0.4445018376874937,2.0537063623080987,dipco_eval__trained.csv,baseline for whisper large,,NT,2795317b920e8151e2bdaa7a7512bdbb7ca11b5e,eval,"{'P': 0.27922916459719876, 'U': 0.6097745107777888}",{'03': 0.5546836197476904},"{""('No token',)"": 0.5472748688296392, ""('[laugh]',)"": 0.5817901234567902, ""('[noise]',)"": 0.2876480541455161, ""('[unintelligible]',)"": 0.5817745803357314}","{'p09': 0.25399583043780405, 'p10': 0.2742655699177438, 'p11': 0.2783132530120482, 'p12': 0.3540031397174254, 'u01': 0.6198470249329492, 'u02': 0.5831926095162412, 'u03': 0.6211383729015596, 'u04': 0.5968014304162114, 'u05': 0.6278931161219827}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/18/2025,vanilla,bwcluster,N,0.4095361080758915,0.7831618796185615,dipco_eval__trained.csv,comparison baseline,,NT,2795317b920e8151e2bdaa7a7512bdbb7ca11b5e,eval,"{'P': 0.2651236714016092, 'U': 0.5539485447501739}",{'03': 0.5058110658587464},"{""('No token',)"": 0.514589356462148, ""('[laugh]',)"": 0.6251929012345679, ""('[noise]',)"": 0.3257191201353638, ""('[unintelligible]',)"": 0.461810551558753}","{'p09': 0.2425295343988881, 'p10': 0.25757931844888365, 'p11': 0.2385542168674699, 'p12': 0.37598116169544743, 'u01': 0.5553789609615576, 'u02': 0.5562729710936724, 'u03': 0.5437568292440648, 'u04': 0.5402801231747293, 'u05': 0.5740538392768452}",1.0,0.0,all,N,0.0,Y,0.0,
,distil-whisper/distil-large-v3,dipco,03/18/2025,vanilla,bwcluster,N,0.4820701301281414,1.1028029531995394,dipco_eval__trained.csv,facebook denoising,,NT,2795317b920e8151e2bdaa7a7512bdbb7ca11b5e,eval,"{'P': 0.2528061984702493, 'U': 0.7113340617860335}",{'03': 0.6349127512334029},"{""('No token',)"": 0.6516489988221437, ""('[laugh]',)"": 0.6880787037037037, ""('[noise]',)"": 0.41455160744500846, ""('[unintelligible]',)"": 0.5965227817745803}","{'p09': 0.24357192494788046, 'p10': 0.24606345475910693, 'p11': 0.21024096385542168, 'p12': 0.3516483516483517, 'u01': 0.7257375583589948, 'u02': 0.6548127545445515, 'u03': 0.7208701698619251, 'u04': 0.7022946260057614, 'u05': 0.7529552001589351}",1.0,0.0,all,N,0.0,Y,0.0,
,distil-whisper/distil-large-v3,dipco,03/25/2025,vanilla,bwcluster,N,0.4118108671898282,0.8008357832459303,dipco_eval__trained.csv,storm,,NT,43cf898ab41c8adec49d31693ee22690cfbcb04a,eval,"{'P': 0.26333565113737956, 'U': 0.5602860832422768}",{'03': 0.5107943445581272},"{""('No token',)"": 0.516918299603812, ""('[laugh]',)"": 0.6284722222222222, ""('[noise]',)"": 0.33417935702199664, ""('[unintelligible]',)"": 0.47302158273381295}","{'p09': 0.2380125086865879, 'p10': 0.2618096357226792, 'p11': 0.2289156626506024, 'p12': 0.3704866562009419, 'u01': 0.5651137379556969, 'u02': 0.5548822886659383, 'u03': 0.5554782954206814, 'u04': 0.5487235522002583, 'u05': 0.577232541968809}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/26/2025,vanilla,bwcluster,N,0.4907221615178305,1.2559208890247746,dipco_eval__trained.csv,noise reduce,,NT,43cf898ab41c8adec49d31693ee22690cfbcb04a,eval,"{'P': 0.24406476606734875, 'U': 0.7373795569683123}",{'03': 0.6551604251514851},"{""('No token',)"": 0.6647124959845808, ""('[laugh]',)"": 0.7081404320987654, ""('[noise]',)"": 0.4103214890016921, ""('[unintelligible]',)"": 0.6346522781774581}","{'p09': 0.2338429464906185, 'p10': 0.26439482961222094, 'p11': 0.2216867469879518, 'p12': 0.22841444270015698, 'u01': 0.7372603556173637, 'u02': 0.7252408860633753, 'u03': 0.7382537002086024, 'u04': 0.7266315684911095, 'u05': 0.7595112744611106}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/27/2025,vanilla,bwcluster,N,0.6061463414634146,1.950230890357869,dipco_eval__trained.csv,noise reduce,,NT,376f0aae177dd7a099932f61dc98970dacfaa0d8,dev,"{'P': 0.30048780487804877, 'U': 0.9118048780487805}",{'04': 0.8099186991869919},"{""('No token',)"": 0.8208333333333333, ""('[noise]',)"": 0.7941741741741741, ""('[unintelligible]',)"": 0.8125111706881144}","{'p13': 0.38080495356037153, 'p14': 0.24856961220597584, 'p15': 0.31620065789473684, 'p16': 0.26705426356589146, 'u01': 0.9565853658536585, 'u02': 0.8639024390243902, 'u03': 0.9208536585365854, 'u04': 0.9110975609756098, 'u05': 0.9065853658536586}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,03/27/2025,vanilla,bwcluster,N,0.5982073170731708,1.5774957833215004,dipco_eval__trained.csv,facebook denoising,,NT,376f0aae177dd7a099932f61dc98970dacfaa0d8,dev,"{'P': 0.288780487804878, 'U': 0.9076341463414634}",{'04': 0.8044918699186991},"{""('No token',)"": 0.8372191011235955, ""('[noise]',)"": 0.763063063063063, ""('[unintelligible]',)"": 0.8036639857015192}","{'p13': 0.36594427244582045, 'p14': 0.2358550540368722, 'p15': 0.2944078947368421, 'p16': 0.26744186046511625, 'u01': 0.948170731707317, 'u02': 0.8029268292682927, 'u03': 0.9417073170731707, 'u04': 0.9191463414634147, 'u05': 0.926219512195122}",1.0,0.0,all,N,0.0,N,0.0,
,openai/whisper-large-v3,dipco,04/03/2025,vanilla,bwcluster,N,0.518198072911493,3.2165457893307803,dipco_eval__trained.csv,facebook denoising,,NT,7e92733e4b0006456f1cb9fb4487ddce5ac3a16a,eval,"{'P': 0.2561835700804609, 'U': 0.7802125757425251}",{'03': 0.692874408132181},"{""('No token',)"": 0.7104882749759075, ""('[laugh]',)"": 0.6568287037037037, ""('[noise]',)"": 0.4077834179357022, ""('[unintelligible]',)"": 0.684832134292566}","{'p09': 0.24357192494788046, 'p10': 0.2554641598119859, 'p11': 0.2325301204819277, 'p12': 0.3178963893249607, 'u01': 0.7857355716698122, 'u02': 0.7570279129830139, 'u03': 0.7884176020661567, 'u04': 0.7550412238005364, 'u05': 0.8148405681931062}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,04/05/2025,vanilla,bwcluster,N,0.4118108671898282,0.8008357832459303,dipco_eval__trained.csv,storm,,NT,7e92733e4b0006456f1cb9fb4487ddce5ac3a16a,eval,"{'P': 0.26333565113737956, 'U': 0.5602860832422768}",{'03': 0.5107943445581272},"{""('No token',)"": 0.516918299603812, ""('[laugh]',)"": 0.6284722222222222, ""('[noise]',)"": 0.33417935702199664, ""('[unintelligible]',)"": 0.47302158273381295}","{'p09': 0.2380125086865879, 'p10': 0.2618096357226792, 'p11': 0.2289156626506024, 'p12': 0.3704866562009419, 'u01': 0.5651137379556969, 'u02': 0.5548822886659383, 'u03': 0.5554782954206814, 'u04': 0.5487235522002583, 'u05': 0.577232541968809}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,04/08/2025,peft,bwcluster,N,0.4118108671898282,0.8008357832459303,dipco_eval__trained.csv,storm,,NT,7e92733e4b0006456f1cb9fb4487ddce5ac3a16a,eval,"{'P': 0.26333565113737956, 'U': 0.5602860832422768}",{'03': 0.5107943445581272},"{""('No token',)"": 0.516918299603812, ""('[laugh]',)"": 0.6284722222222222, ""('[noise]',)"": 0.33417935702199664, ""('[unintelligible]',)"": 0.47302158273381295}","{'p09': 0.2380125086865879, 'p10': 0.2618096357226792, 'p11': 0.2289156626506024, 'p12': 0.3704866562009419, 'u01': 0.5651137379556969, 'u02': 0.5548822886659383, 'u03': 0.5554782954206814, 'u04': 0.5487235522002583, 'u05': 0.577232541968809}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,04/08/2025,vanilla,bwcluster,N,0.4118108671898282,0.8008357832459303,dipco_eval__trained.csv,storm,,NT,7e92733e4b0006456f1cb9fb4487ddce5ac3a16a,eval,"{'P': 0.26333565113737956, 'U': 0.5602860832422768}",{'03': 0.5107943445581272},"{""('No token',)"": 0.516918299603812, ""('[laugh]',)"": 0.6284722222222222, ""('[noise]',)"": 0.33417935702199664, ""('[unintelligible]',)"": 0.47302158273381295}","{'p09': 0.2380125086865879, 'p10': 0.2618096357226792, 'p11': 0.2289156626506024, 'p12': 0.3704866562009419, 'u01': 0.5651137379556969, 'u02': 0.5548822886659383, 'u03': 0.5554782954206814, 'u04': 0.5487235522002583, 'u05': 0.577232541968809}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,04/14/2025,vanilla,bwcluster,N,0.4095361080758915,0.7831618796185615,dipco_eval__trained.csv,comparison since tmux on cluster stopped,,NT,3a02464b92afd45328e5f97dea6b564ea868b0af,eval,"{'P': 0.2651236714016092, 'U': 0.5539485447501739}",{'03': 0.5058110658587464},"{""('No token',)"": 0.514589356462148, ""('[laugh]',)"": 0.6251929012345679, ""('[noise]',)"": 0.3257191201353638, ""('[unintelligible]',)"": 0.461810551558753}","{'p09': 0.2425295343988881, 'p10': 0.25757931844888365, 'p11': 0.2385542168674699, 'p12': 0.37598116169544743, 'u01': 0.5553789609615576, 'u02': 0.5562729710936724, 'u03': 0.5437568292440648, 'u04': 0.5402801231747293, 'u05': 0.5740538392768452}",1.0,0.0,all,N,0.0,N,0.0,full
,distil-whisper/distil-large-v3,dipco,04/24/2025,peft,bwcluster,N,0.43589947352736663,0.8546957767309967,dipco_eval__trained.csv,storm,/home/ka/ka_stud/ka_uhicv/ASR_Whisper/min_training.pth,NT,635423a55f5440829e742716f5da960d92476946,eval,"{'P': 0.2654216747789808, 'U': 0.6063772722757524}",{'03': 0.5495513393596239},"{""('No token',)"": 0.5422154406253347, ""('[laugh]',)"": 0.6068672839506173, ""('[noise]',)"": 0.27918781725888325, ""('[unintelligible]',)"": 0.567326139088729}","{'p09': 0.1890201528839472, 'p10': 0.3492361927144536, 'p11': 0.1825301204819277, 'p12': 0.26609105180533754, 'u01': 0.6048475216052449, 'u02': 0.6476606734876329, 'u03': 0.5669017582199265, 'u04': 0.629184464090593, 'u05': 0.5832919439753651}",1.0,0.0,all,N,0.0,N,0.0,
,distil-whisper/distil-large-v3,dipco,05/12/2025,vanilla,cluster,N,1.1289659282805204,4.5440533488928665,dipco_eval__trained.csv,GAN,/export/data2/nbaier/ASR_Whisper/whisper_adapted_dann_4epochs.pth,NT,246aae43c3b950c4826d0439411efcd3f71c5aa9,eval,"{'P': 1.2742624416410053, 'U': 0.9836694149200358}",{'03': 1.0321015860401974},"{""('No token',)"": 1.0137059642359996, ""('[laugh]',)"": 1.0403163580246915, ""('[noise]',)"": 0.9746192893401016, ""('[unintelligible]',)"": 1.074820143884892}","{'p09': 1.0430854760250174, 'p10': 1.6385428907168038, 'p11': 0.9668674698795181, 'p12': 0.9803767660910518, 'u01': 0.9800337737161021, 'u02': 0.9790404291248634, 'u03': 0.9826164696533227, 'u04': 0.9911592331379756, 'u05': 0.985497168967915}",1.0,0.0,all,N,0.0,N,0.0,full
